image_path,severity,severity_label,category,filename,dataset,task
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2336.jpg,3,severe,slug,u2336.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2817.jpg,3,severe,slug,u2817.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2453.jpg,2,moderate,spot,u2453.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u27.jpg,2,moderate,spot,u27.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1550.jpg,2,moderate,spot,u1550.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1657.jpg,2,moderate,spot,u1657.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1902.jpg,3,severe,slug,u1902.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/healthy/h23.jpg,0,none,healthy,h23.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2864.jpg,2,moderate,spot,u2864.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2775.jpg,3,severe,slug,u2775.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u835.jpg,3,severe,slug,u835.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1741.jpg,2,moderate,spot,u1741.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1704.jpg,2,moderate,spot,u1704.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2977.jpg,3,severe,slug,u2977.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1408.jpg,3,severe,slug,u1408.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1543.jpg,3,severe,slug,u1543.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1125.jpg,3,severe,slug,u1125.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2297.jpg,2,moderate,spot,u2297.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1047.jpg,3,severe,slug,u1047.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1452.jpg,3,severe,slug,u1452.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u441.jpg,2,moderate,spot,u441.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2606.jpg,2,moderate,spot,u2606.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/curl/u3049.jpg,1,mild,curl,u3049.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2988.jpg,3,severe,slug,u2988.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u876.jpg,3,severe,slug,u876.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1212.jpg,3,severe,slug,u1212.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2736.jpg,3,severe,slug,u2736.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1866.jpg,2,moderate,spot,u1866.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1095.jpg,3,severe,slug,u1095.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u235.jpg,2,moderate,spot,u235.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1668.jpg,2,moderate,spot,u1668.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2690.jpg,2,moderate,spot,u2690.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u390.jpg,2,moderate,spot,u390.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1983.jpg,3,severe,slug,u1983.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2210.jpg,3,severe,slug,u2210.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1223.jpg,3,severe,slug,u1223.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u422.jpg,2,moderate,spot,u422.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2147.jpg,2,moderate,spot,u2147.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2428.jpg,3,severe,slug,u2428.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1161.jpg,3,severe,slug,u1161.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1072.jpg,3,severe,slug,u1072.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1269.jpg,3,severe,slug,u1269.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2066.jpg,3,severe,slug,u2066.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u733.jpg,2,moderate,spot,u733.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1632.jpg,3,severe,slug,u1632.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u882.jpg,3,severe,slug,u882.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u4.jpg,2,moderate,spot,u4.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1957.jpg,3,severe,slug,u1957.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/curl/u3113.jpg,1,mild,curl,u3113.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u995.jpg,3,severe,slug,u995.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1494.jpg,2,moderate,spot,u1494.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2923.jpg,3,severe,slug,u2923.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1965.jpg,3,severe,slug,u1965.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2726.jpg,2,moderate,spot,u2726.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2278.jpg,3,severe,slug,u2278.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u351.jpg,2,moderate,spot,u351.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2924.jpg,3,severe,slug,u2924.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u203.jpg,3,severe,slug,u203.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1850.jpg,3,severe,slug,u1850.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1371.jpg,3,severe,slug,u1371.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u677.jpg,2,moderate,spot,u677.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u218.jpg,2,moderate,spot,u218.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1972.jpg,3,severe,slug,u1972.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2309.jpg,3,severe,slug,u2309.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1967.jpg,2,moderate,spot,u1967.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u511.jpg,2,moderate,spot,u511.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u434.jpg,2,moderate,spot,u434.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2316.jpg,3,severe,slug,u2316.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u684.jpg,2,moderate,spot,u684.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1661.jpg,3,severe,slug,u1661.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1645.jpg,2,moderate,spot,u1645.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1727.jpg,2,moderate,spot,u1727.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1244.jpg,3,severe,slug,u1244.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1350.jpg,3,severe,slug,u1350.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u52.jpg,2,moderate,spot,u52.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u33.jpg,2,moderate,spot,u33.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2592.jpg,2,moderate,spot,u2592.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2139.jpg,2,moderate,spot,u2139.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2618.jpg,3,severe,slug,u2618.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2253.jpg,3,severe,slug,u2253.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u606.jpg,3,severe,slug,u606.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1973.jpg,2,moderate,spot,u1973.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/healthy/h37.jpg,0,none,healthy,h37.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2889.jpg,3,severe,slug,u2889.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1148.jpg,3,severe,slug,u1148.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2520.jpg,3,severe,slug,u2520.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1619.jpg,3,severe,slug,u1619.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2055.jpg,3,severe,slug,u2055.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2185.jpg,3,severe,slug,u2185.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1012.jpg,3,severe,slug,u1012.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2382.jpg,3,severe,slug,u2382.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u745.jpg,3,severe,slug,u745.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u822.jpg,3,severe,slug,u822.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2049.jpg,2,moderate,spot,u2049.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u863.jpg,3,severe,slug,u863.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1225.jpg,3,severe,slug,u1225.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u825.jpg,3,severe,slug,u825.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u67.jpg,2,moderate,spot,u67.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u31.jpg,2,moderate,spot,u31.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1428.jpg,3,severe,slug,u1428.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2356.jpg,3,severe,slug,u2356.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u391.jpg,2,moderate,spot,u391.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1844.jpg,3,severe,slug,u1844.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2722.jpg,3,severe,slug,u2722.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2729.jpg,2,moderate,spot,u2729.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/curl/u3041.jpg,1,mild,curl,u3041.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1878.jpg,3,severe,slug,u1878.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u556.jpg,2,moderate,spot,u556.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2464.jpg,3,severe,slug,u2464.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2100.jpg,3,severe,slug,u2100.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2246.jpg,3,severe,slug,u2246.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1069.jpg,3,severe,slug,u1069.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1682.jpg,2,moderate,spot,u1682.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1706.jpg,3,severe,slug,u1706.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2429.jpg,3,severe,slug,u2429.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u855.jpg,3,severe,slug,u855.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u538.jpg,2,moderate,spot,u538.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u696.jpg,3,severe,slug,u696.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2801.jpg,3,severe,slug,u2801.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u141.jpg,2,moderate,spot,u141.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1504.jpg,3,severe,slug,u1504.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u275.jpg,2,moderate,spot,u275.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1505.jpg,2,moderate,spot,u1505.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1779.jpg,3,severe,slug,u1779.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u544.jpg,2,moderate,spot,u544.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1635.jpg,3,severe,slug,u1635.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/healthy/h12.jpg,0,none,healthy,h12.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2834.jpg,3,severe,slug,u2834.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u346.jpg,2,moderate,spot,u346.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u770.jpg,3,severe,slug,u770.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2257.jpg,3,severe,slug,u2257.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2787.jpg,3,severe,slug,u2787.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1284.jpg,3,severe,slug,u1284.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1816.jpg,3,severe,slug,u1816.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u965.jpg,3,severe,slug,u965.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1903.jpg,2,moderate,spot,u1903.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1176.jpg,3,severe,slug,u1176.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u83.jpg,2,moderate,spot,u83.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1427.jpg,3,severe,slug,u1427.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1564.jpg,3,severe,slug,u1564.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2132.jpg,2,moderate,spot,u2132.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1327.jpg,3,severe,slug,u1327.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1900.jpg,3,severe,slug,u1900.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2129.jpg,2,moderate,spot,u2129.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1228.jpg,3,severe,slug,u1228.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u430.jpg,2,moderate,spot,u430.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u578.jpg,2,moderate,spot,u578.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2156.jpg,2,moderate,spot,u2156.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2673.jpg,3,severe,slug,u2673.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u229.jpg,2,moderate,spot,u229.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2371.jpg,3,severe,slug,u2371.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1015.jpg,3,severe,slug,u1015.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2016.jpg,3,severe,slug,u2016.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1443.jpg,3,severe,slug,u1443.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1404.jpg,3,severe,slug,u1404.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/curl/u3089.jpg,1,mild,curl,u3089.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2074.jpg,3,severe,slug,u2074.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u769.jpg,3,severe,slug,u769.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2492.jpg,3,severe,slug,u2492.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2199.jpg,3,severe,slug,u2199.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1656.jpg,2,moderate,spot,u1656.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1198.jpg,3,severe,slug,u1198.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2784.jpg,3,severe,slug,u2784.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u2153.jpg,2,moderate,spot,u2153.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/healthy/h39.jpg,0,none,healthy,h39.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1241.jpg,2,moderate,spot,u1241.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/spot/u1765.jpg,2,moderate,spot,u1765.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1138.jpg,3,severe,slug,u1138.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u987.jpg,3,severe,slug,u987.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u2022.jpg,3,severe,slug,u2022.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u1935.jpg,3,severe,slug,u1935.jpg,diamos,classification
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/diamos/leaves/slug/u880.jpg,3,severe,slug,u880.jpg,diamos,classification
