image_path,mask_path,disease_type,filename,split,dataset,task,has_segmentation,has_classification,severity,severity_label,category
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0019.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0019.png,wheat_powdery,wheat_powdery_mildew_Google_0019.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0021.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0021.png,wheat_powdery,wheat_powdery_mildew_Bing_0021.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0020.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0020.png,wheat_powdery,wheat_powdery_mildew_Baidu_0020.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_loose_smut_Google_0311.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_loose_smut_Google_0311.png,wheat_loose,wheat_loose_smut_Google_0311.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0280.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0280.png,wheat_powdery,wheat_powdery_mildew_Baidu_0280.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0118.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0118.png,wheat_powdery,wheat_powdery_mildew_Baidu_0118.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0180.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0180.png,wheat_powdery,wheat_powdery_mildew_Baidu_0180.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0032.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0032.png,wheat_powdery,wheat_powdery_mildew_Baidu_0032.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0178.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0178.png,wheat_powdery,wheat_powdery_mildew_Google_0178.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0047.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0047.png,wheat_powdery,wheat_powdery_mildew_Bing_0047.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0072.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0072.png,wheat_powdery,wheat_powdery_mildew_Bing_0072.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0033.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0033.png,wheat_powdery,wheat_powdery_mildew_Baidu_0033.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0102.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0102.png,wheat_powdery,wheat_powdery_mildew_Bing_0102.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0182.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0182.png,wheat_powdery,wheat_powdery_mildew_Baidu_0182.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0094.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0094.png,wheat_powdery,wheat_powdery_mildew_Baidu_0094.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0184.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0184.png,wheat_powdery,wheat_powdery_mildew_Baidu_0184.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0190.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0190.png,wheat_powdery,wheat_powdery_mildew_Baidu_0190.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0059.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0059.png,wheat_powdery,wheat_powdery_mildew_Baidu_0059.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0206.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0206.png,wheat_powdery,wheat_powdery_mildew_Bing_0206.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0050.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0050.png,wheat_powdery,wheat_powdery_mildew_Baidu_0050.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0066.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0066.png,wheat_powdery,wheat_powdery_mildew_Bing_0066.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0270.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0270.png,wheat_powdery,wheat_powdery_mildew_Bing_0270.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0016.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0016.png,wheat_powdery,wheat_powdery_mildew_Google_0016.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0110.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0110.png,wheat_powdery,wheat_powdery_mildew_Bing_0110.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0099.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0099.png,wheat_powdery,wheat_powdery_mildew_Bing_0099.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0007.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0007.png,wheat_powdery,wheat_powdery_mildew_Bing_0007.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0009.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0009.png,wheat_powdery,wheat_powdery_mildew_Google_0009.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0066.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0066.png,wheat_powdery,wheat_powdery_mildew_Google_0066.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0022.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0022.png,wheat_powdery,wheat_powdery_mildew_Bing_0022.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0284.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0284.png,wheat_powdery,wheat_powdery_mildew_Baidu_0284.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0272.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0272.png,wheat_powdery,wheat_powdery_mildew_Baidu_0272.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0195.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0195.png,wheat_powdery,wheat_powdery_mildew_Bing_0195.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0169.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0169.png,wheat_powdery,wheat_powdery_mildew_Google_0169.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0012.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0012.png,wheat_powdery,wheat_powdery_mildew_Google_0012.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0128.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0128.png,wheat_powdery,wheat_powdery_mildew_Baidu_0128.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0214.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0214.png,wheat_powdery,wheat_powdery_mildew_Baidu_0214.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0269.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0269.png,wheat_powdery,wheat_powdery_mildew_Baidu_0269.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0238.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0238.png,wheat_powdery,wheat_powdery_mildew_Baidu_0238.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0144.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0144.png,wheat_powdery,wheat_powdery_mildew_Google_0144.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_loose_smut_Google_0104.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_loose_smut_Google_0104.png,wheat_loose,wheat_loose_smut_Google_0104.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0030.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0030.png,wheat_powdery,wheat_powdery_mildew_Baidu_0030.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0046.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0046.png,wheat_powdery,wheat_powdery_mildew_Baidu_0046.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0191.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0191.png,wheat_powdery,wheat_powdery_mildew_Baidu_0191.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0169.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0169.png,wheat_powdery,wheat_powdery_mildew_Baidu_0169.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0107.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0107.png,wheat_powdery,wheat_powdery_mildew_Bing_0107.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0070.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0070.png,wheat_powdery,wheat_powdery_mildew_Bing_0070.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Google_0042.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Google_0042.png,wheat_powdery,wheat_powdery_mildew_Google_0042.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0018.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0018.png,wheat_powdery,wheat_powdery_mildew_Baidu_0018.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0126.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0126.png,wheat_powdery,wheat_powdery_mildew_Baidu_0126.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Bing_0123.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Bing_0123.png,wheat_powdery,wheat_powdery_mildew_Bing_0123.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0099.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0099.png,wheat_powdery,wheat_powdery_mildew_Baidu_0099.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0004.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0004.png,wheat_powdery,wheat_powdery_mildew_Baidu_0004.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_powdery_mildew_Baidu_0187.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_powdery_mildew_Baidu_0187.png,wheat_powdery,wheat_powdery_mildew_Baidu_0187.jpg,train,plantseg,segmentation,True,False,-1,unknown,
/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/images/train/wheat_loose_smut_Google_0152.jpg,/content/drive/MyDrive/intelligent_pesticide_system/data/raw/plantseg/annotations/train/wheat_loose_smut_Google_0152.png,wheat_loose,wheat_loose_smut_Google_0152.jpg,train,plantseg,segmentation,True,False,-1,unknown,
