field_id,severity,severity_label,infection_percentage,field_size,confidence,spray_recommended,treatment_type,recommendation,spray_cost_per_acre,total_spray_cost,potential_damage,damage_prevented,net_benefit,roi,treatment_effectiveness,source
REAL_FIELD_0014,2,Moderate,33.924894592744806,28.86462526523269,0.8696715911997537,True,moderate,Enhanced moderate treatment,7.5,216.48468948924517,489.61468479104883,361.9333846974477,145.44869520820254,67.1865966832857,85.0,real_agricultural_data
REAL_FIELD_0015,3,Severe,51.58870290063297,37.94532427163615,0.9173912729613556,True,intensive,Intensive treatment URGENT,12.0,455.34389125963384,1957.5500603176145,1759.9225548859476,1304.5786636263138,286.5040442329009,98.0,real_agricultural_data
REAL_FIELD_0016,3,Severe,79.82836778878655,18.46839658294506,0.9366412672285336,True,intensive,Intensive treatment URGENT,12.0,221.62075899534074,1474.301954892507,1353.2742102818615,1131.6534512865207,510.6261057928748,98.0,real_agricultural_data
REAL_FIELD_0017,2,Moderate,29.187997170877196,48.087894057493834,0.8941756828745735,True,moderate,Enhanced moderate treatment,7.5,360.65920543120376,701.7946578517862,533.3985598089963,172.73935437779255,47.89545137805801,85.0,real_agricultural_data
REAL_FIELD_0018,3,Severe,77.26893169654156,40.99976767570536,0.8939776750685002,True,intensive,Intensive treatment URGENT,12.0,491.9972121084643,3168.008248108149,2775.486075276724,2283.4888631682597,464.1263826236577,98.0,real_agricultural_data
REAL_FIELD_0019,3,Severe,45.359627426173056,33.35932367428768,0.9302684828205847,True,intensive,Intensive treatment URGENT,12.0,400.31188409145216,1513.1664930548036,1379.4980757940561,979.186191702604,244.60582626093276,98.0,real_agricultural_data
REAL_FIELD_0020,3,Severe,54.890648933651164,24.58785140162457,0.8857025430512645,True,intensive,Intensive treatment URGENT,12.0,295.05421681949485,1349.643119319357,1171.47469613294,876.4204793134451,297.03709669386365,98.0,real_agricultural_data
REAL_FIELD_0021,3,Severe,72.32163081267768,42.506449250798816,0.931569068917219,True,intensive,Intensive treatment URGENT,12.0,510.07739100958577,3074.135729874092,2806.494364411884,2296.416973402298,450.20951994305153,98.0,real_agricultural_data
REAL_FIELD_0022,3,Severe,71.80354962893273,24.480982778820884,0.9138161977487658,True,intensive,Intensive treatment URGENT,12.0,293.7717933458506,1757.8214619241128,1574.199210163536,1280.4274168176853,435.8578481053382,98.0,real_agricultural_data
REAL_FIELD_0023,3,Severe,58.4275173226571,41.28518631973606,0.9279807838900999,True,intensive,Intensive treatment URGENT,12.0,495.4222358368328,2412.1909388655054,2193.6975015741878,1698.2752657373549,342.7935088276259,98.0,real_agricultural_data
REAL_FIELD_0024,3,Severe,66.39752328742944,10.54128671792644,0.8578427466278444,True,intensive,Intensive treatment URGENT,12.0,126.49544061511727,699.9153303329914,588.4089435921926,461.9135029770753,365.1621755937603,98.0,real_agricultural_data
REAL_FIELD_0025,2,Moderate,42.77848697552474,32.72164104266842,0.8253167432081258,True,heavy,Heavy treatment required,10.0,327.2164104266842,699.8911475807936,548.7502883954993,221.5338779688151,67.70255736255372,95.0,real_agricultural_data
REAL_FIELD_0026,2,Moderate,25.35618739908218,6.203015591038588,0.8357616527202295,True,moderate,Enhanced moderate treatment,7.5,46.522616932789404,78.64241288290147,55.86736602018234,9.344749087392934,20.086464828264425,85.0,real_agricultural_data
REAL_FIELD_0027,2,Moderate,33.03250116165028,15.099235671519608,0.8717750192504911,True,moderate,Enhanced moderate treatment,7.5,113.24426753639706,249.38275992975142,184.79481128772468,71.55054375132762,63.18248623784074,85.0,real_agricultural_data
REAL_FIELD_0028,2,Moderate,32.93077873235128,41.332126132434325,0.8696210547518886,True,moderate,Enhanced moderate treatment,7.5,309.99094599325747,680.5495501024144,503.0471849353371,193.05623894207963,62.278025031827454,85.0,real_agricultural_data
REAL_FIELD_0029,2,Moderate,35.21488450963158,8.917787472155595,0.8908669854769257,True,moderate,Enhanced moderate treatment,7.5,66.88340604116696,157.01942795669933,118.90091077833164,52.01750473716467,77.77340870641025,85.0,real_agricultural_data
REAL_FIELD_0030,1,Mild,9.353445207341995,14.558647686507928,0.7203857551336479,True,light,Light treatment recommended,3.5,50.95526690277775,34.04337835718705,17.167055377599876,-33.78821152517787,-66.30955655603867,70.0,real_agricultural_data
REAL_FIELD_0031,3,Severe,57.114036913503625,15.668994576433434,0.8833708388403123,True,intensive,Intensive treatment URGENT,12.0,188.0279349172012,894.9195346359073,774.7349036057852,586.7069686885841,312.0318100323458,98.0,real_agricultural_data
REAL_FIELD_0032,3,Severe,67.54665763183317,49.38663012197935,0.8736955156849732,True,intensive,Intensive treatment URGENT,12.0,592.6395614637522,3335.901796439319,2856.2711915081895,2263.6316300444373,381.95756362493336,98.0,real_agricultural_data
REAL_FIELD_0033,3,Severe,52.52435542163549,40.50737225401797,0.8763294198773323,True,intensive,Intensive treatment URGENT,12.0,486.08846704821565,2127.623617466536,1827.2091870035251,1341.1207199553096,275.9005429812599,98.0,real_agricultural_data
REAL_FIELD_0034,2,Moderate,27.457446146968675,40.18438106547026,0.8934463441085776,True,moderate,Enhanced moderate treatment,7.5,301.382857991027,551.6802395272086,418.9621891541496,117.57933116312262,39.01327764521474,85.0,real_agricultural_data
REAL_FIELD_0035,3,Severe,67.85560407783649,43.25342748649935,0.9173154902099433,True,intensive,Intensive treatment URGENT,12.0,519.0411298379922,2934.98745053331,2638.4632629070747,2119.4221330690825,408.3341398649112,98.0,real_agricultural_data
REAL_FIELD_0036,3,Severe,49.70542454165462,21.20463707221258,0.938764246839221,True,intensive,Intensive treatment URGENT,12.0,254.45564486655098,1053.9854879260347,969.6550148973057,715.1993700307547,281.07034937497275,98.0,real_agricultural_data
REAL_FIELD_0037,3,Severe,71.32394372856545,7.034782517714238,0.9447071893225891,True,intensive,Intensive treatment URGENT,12.0,84.41739021257085,501.7484324361463,464.5252443266914,380.1078541141205,450.27197969159386,98.0,real_agricultural_data
REAL_FIELD_0038,1,Mild,16.374584651291194,38.77816887130321,0.6878213395274668,True,light,Light treatment recommended,3.5,135.72359104956124,158.74410220130488,76.43130671273063,-59.292284336830605,-43.68605625471496,70.0,real_agricultural_data
REAL_FIELD_0039,2,Moderate,31.541700601770504,46.29947822053508,0.8811343971473018,True,moderate,Enhanced moderate treatment,7.5,347.2460866540131,730.1821400251558,546.8803097949735,199.63422314096044,57.49070495353653,85.0,real_agricultural_data
REAL_FIELD_0040,3,Severe,49.54662465389294,27.729213306165846,0.859099254553207,True,intensive,Intensive treatment URGENT,12.0,332.75055967399015,1373.888923628333,1156.7008111254486,823.9502514514584,247.61799116392694,98.0,real_agricultural_data
REAL_FIELD_0041,3,Severe,78.29271792728801,9.18387773172209,0.8673170903530113,True,intensive,Intensive treatment URGENT,12.0,110.20653278066507,719.0307487284192,611.1551037242501,500.9485709435851,454.55433385295,98.0,real_agricultural_data
REAL_FIELD_0042,3,Severe,49.51716487186634,37.75608172212,0.8903584069988865,True,intensive,Intensive treatment URGENT,12.0,453.07298066544,1869.5741235498754,1631.2992176420023,1178.2262369765622,260.0521962810651,98.0,real_agricultural_data
REAL_FIELD_0043,2,Moderate,41.40693297234839,5.039258562028943,0.8725042572078583,True,heavy,Heavy treatment required,10.0,50.392585620289424,104.3301207541326,86.47705078734108,36.08446516705166,71.60669515739846,95.0,real_agricultural_data
REAL_FIELD_0044,3,Severe,52.017210300736075,37.649999061161076,0.9338994846428059,True,intensive,Intensive treatment URGENT,12.0,451.7999887339329,1958.4479189869312,1792.4136321968374,1340.6136434629045,296.7272414547133,98.0,real_agricultural_data
REAL_FIELD_0045,3,Severe,69.39328172306847,19.561160839863362,0.9489435375235813,True,intensive,Intensive treatment URGENT,12.0,234.73393007836034,1357.4131449908928,1262.3462630548945,1027.6123329765342,437.77750094904906,98.0,real_agricultural_data
REAL_FIELD_0046,3,Severe,54.62022691878236,42.661757732171765,0.8880731179630845,True,intensive,Intensive treatment URGENT,12.0,511.9410927860612,2330.1948880853392,2027.9957709291164,1516.0546781430553,296.1385009928497,98.0,real_agricultural_data
REAL_FIELD_0047,3,Severe,46.22678885908529,24.528980589826542,0.8799251030541053,True,intensive,Intensive treatment URGENT,12.0,294.3477670779185,1133.8960066545128,977.7886892979484,683.44092222003,232.18824759730973,98.0,real_agricultural_data
REAL_FIELD_0048,2,Moderate,38.953489819707656,18.85413386537791,0.8494409386003516,True,moderate,Enhanced moderate treatment,7.5,141.40600399033434,367.2171557922019,265.13989266333755,123.73388867300321,87.50257074053299,85.0,real_agricultural_data
REAL_FIELD_0049,2,Moderate,37.854401086661355,48.92844950183534,0.8429504185609358,True,moderate,Enhanced moderate treatment,7.5,366.96337126376505,926.0785759954655,663.542574767339,296.579203503574,80.81983836212348,85.0,real_agricultural_data
REAL_FIELD_0050,3,Severe,50.75070373192605,16.023597068827193,0.8841155523280382,True,intensive,Intensive treatment URGENT,12.0,192.28316482592632,813.2088275598076,704.5911603013541,512.3079954754278,266.4341394314055,98.0,real_agricultural_data
REAL_FIELD_0051,3,Severe,62.42416441725255,28.203583044595963,0.8554026188592547,True,intensive,Intensive treatment URGENT,12.0,338.44299653515156,1760.5851051314946,1475.8889274609953,1137.4459309258436,336.08198206805133,98.0,real_agricultural_data
REAL_FIELD_0052,3,Severe,41.524666108802045,5.460893282591223,0.9363489509779247,True,intensive,Intensive treatment URGENT,12.0,65.53071939109468,226.76177021540053,208.08158274982574,142.55086335873108,217.53288333059731,98.0,real_agricultural_data
REAL_FIELD_0053,2,Moderate,38.47876121447533,49.298082647782344,0.825538721910661,True,moderate,Enhanced moderate treatment,7.5,369.73561985836756,948.4645752677433,665.54509825746,295.8094783990925,80.0056750043197,85.0,real_agricultural_data
REAL_FIELD_0054,3,Severe,73.95035232643467,16.72110590910743,0.8759799538304629,True,intensive,Intensive treatment URGENT,12.0,200.65327090928915,1236.531673266123,1061.5134188964123,860.8601479871231,429.0287141026964,98.0,real_agricultural_data
REAL_FIELD_0055,3,Severe,75.8463610916483,42.04071211172617,0.877440411791713,True,intensive,Intensive treatment URGENT,12.0,504.48854534071404,3188.6350313760154,2741.8804902843713,2237.391944943657,443.49707552479714,98.0,real_agricultural_data
REAL_FIELD_0056,2,Moderate,31.236158984668002,7.244876700758607,0.8200052850166815,True,moderate,Enhanced moderate treatment,7.5,54.33657525568955,113.15106022460641,78.86679728100536,24.53022202531581,45.14495422261134,85.0,real_agricultural_data
REAL_FIELD_0057,3,Severe,59.52002649635789,49.76561615518992,0.8965405346763441,True,intensive,Intensive treatment URGENT,12.0,597.187393862279,2962.0507921644803,2602.4866289267193,2005.2992350644404,335.79061709512484,98.0,real_agricultural_data
REAL_FIELD_0058,3,Severe,79.38743361720813,28.66604365132638,0.8735520491988791,True,intensive,Intensive treatment URGENT,12.0,343.99252381591657,2275.723637437664,1948.2037859561183,1604.2112621402016,466.35061842177595,98.0,real_agricultural_data
REAL_FIELD_0059,2,Moderate,41.10574690093664,32.195725603837985,0.8864613902162002,True,heavy,Heavy treatment required,10.0,321.95725603837985,661.7146739816848,557.2552843330508,235.29802829467093,73.08362333247787,95.0,real_agricultural_data
REAL_FIELD_0060,3,Severe,66.16853235743599,9.934811726835383,0.8773900410096809,True,intensive,Intensive treatment URGENT,12.0,119.21774072202459,657.3719112121415,565.2361367742925,446.0183960522679,374.1208257689028,98.0,real_agricultural_data
REAL_FIELD_0061,3,Severe,63.39949824791467,13.600444246084384,0.8752011456705234,True,intensive,Intensive treatment URGENT,12.0,163.2053309530126,862.2613411504882,739.559071369463,576.3537404164504,353.1463935956753,98.0,real_agricultural_data
REAL_FIELD_0062,3,Severe,57.35050654047019,44.19553673592684,0.9348773091455731,True,intensive,Intensive treatment URGENT,12.0,530.346440831122,2534.6364186333626,2322.1825932200436,1791.8361523889216,337.861445733638,98.0,real_agricultural_data
REAL_FIELD_0063,3,Severe,53.27124934461395,44.01184587258196,0.8865141200950899,True,intensive,Intensive treatment URGENT,12.0,528.1421504709836,2344.566015595032,2036.921060753679,1508.7789102826955,285.6766703693703,98.0,real_agricultural_data
REAL_FIELD_0064,2,Moderate,43.574462130176016,8.788876280407907,0.8286801626324857,True,heavy,Heavy treatment required,10.0,87.88876280407906,191.4852783237183,150.74604900387436,62.8572861997953,71.5191387321224,95.0,real_agricultural_data
REAL_FIELD_0065,3,Severe,52.80897472190374,41.26640342907881,0.8572376168331578,True,intensive,Intensive treatment URGENT,12.0,495.1968411489457,2179.2364555501044,1830.7609963582752,1335.5641552093296,269.7036903770591,98.0,real_agricultural_data
REAL_FIELD_0066,3,Severe,70.34795197926846,10.11768016455843,0.9166089472113063,True,intensive,Intensive treatment URGENT,12.0,121.41216197470115,711.7580783579534,639.3557464153696,517.9435844406685,426.59942465120855,98.0,real_agricultural_data
REAL_FIELD_0067,2,Moderate,22.176716420255577,26.90943551115381,0.8360428727895594,True,moderate,Moderate treatment recommended,5.0,134.54717755576905,298.3814601800066,212.0407391826308,77.49356162686175,57.59582849275385,85.0,real_agricultural_data
REAL_FIELD_0068,3,Severe,64.43064454327968,38.41270543958172,0.8633141381232246,True,intensive,Intensive treatment URGENT,12.0,460.9524652749807,2474.955370123396,2093.930683006495,1632.9782177315146,354.26173862794366,98.0,real_agricultural_data
REAL_FIELD_0069,3,Severe,51.524627751020255,49.49412995495204,0.8749285523022879,True,intensive,Intensive treatment URGENT,12.0,593.9295594594245,2550.166621789525,2186.589318721287,1592.6597592618623,268.1563383899346,98.0,real_agricultural_data
REAL_FIELD_0070,1,Mild,10.145954344820009,26.04446260490092,0.6976997702486866,True,light,Light treatment recommended,3.5,91.15561911715322,66.06148213117419,32.263756633645556,-58.891862483507666,-64.60584992332709,70.0,real_agricultural_data
REAL_FIELD_0071,3,Severe,71.87954353304546,13.469586947907095,0.9350865822991093,True,intensive,Intensive treatment URGENT,12.0,161.63504337488513,968.1877613942289,887.232597129436,725.597553754551,448.91103971287356,98.0,real_agricultural_data
REAL_FIELD_0072,2,Moderate,21.080063407781054,6.8373196812081645,0.8914092089301402,True,moderate,Moderate treatment recommended,5.0,34.18659840604082,72.06556620956873,54.603922961078155,20.417324555037332,59.7231824954821,85.0,real_agricultural_data
REAL_FIELD_0073,2,Moderate,27.37170927114697,33.70975047516096,0.863219864893644,True,moderate,Enhanced moderate treatment,7.5,252.8231285637072,461.3467448045071,338.5071235113787,85.68399494767152,33.89088468070301,85.0,real_agricultural_data
REAL_FIELD_0074,3,Severe,48.402988281811645,30.402911983260292,0.9442166014707355,True,intensive,Intensive treatment URGENT,12.0,364.8349437991235,1471.5917924586986,1361.7113730070287,996.8764292079052,273.2403916212535,98.0,real_agricultural_data
REAL_FIELD_0075,3,Severe,59.912802234931945,37.615958494980255,0.8569118713571359,True,intensive,Intensive treatment URGENT,12.0,451.3915019397631,2253.6774821871604,1892.578928922509,1441.1874269827458,319.2765970979818,98.0,real_agricultural_data
REAL_FIELD_0076,2,Moderate,24.60758241448885,34.13278870874494,0.8286660760280314,True,moderate,Moderate treatment recommended,5.0,170.6639435437247,419.96270559338774,295.80752022385985,125.14357668013514,73.32748445958235,85.0,real_agricultural_data
REAL_FIELD_0077,3,Severe,64.67765028998741,6.565635050735798,0.8685277577212491,True,intensive,Intensive treatment URGENT,12.0,78.78762060882957,424.64984774317367,361.4437764755075,282.6561558666779,358.7570657451752,98.0,real_agricultural_data
REAL_FIELD_0078,3,Severe,41.03783895491426,22.326799032835773,0.8565951792191551,True,intensive,Intensive treatment URGENT,12.0,267.9215883940293,916.2435830882499,769.1528395386026,501.2312511445733,187.08132261720473,98.0,real_agricultural_data
REAL_FIELD_0079,3,Severe,55.021390949720015,13.650845889014247,0.8765820913607751,True,intensive,Intensive treatment URGENT,12.0,163.81015066817096,751.0885284538311,645.2229380077634,481.41278733959246,293.8845885776559,98.0,real_agricultural_data
REAL_FIELD_0080,0,Healthy,4.569247362057061,31.840538564736104,0.7791173169133891,False,none,No spray needed - maintain monitoring,0.0,0.0,14.548729684339653,0.0,0.0,0.0,0.0,real_agricultural_data
REAL_FIELD_0081,3,Severe,66.42439721791567,30.82126365696918,0.9418037897033547,True,intensive,Intensive treatment URGENT,12.0,369.85516388363015,2047.283859908629,1889.5769039032493,1519.7217400196191,410.8964504001839,98.0,real_agricultural_data
REAL_FIELD_0082,2,Moderate,33.082957585024765,31.24078645297925,0.8348496573047203,True,moderate,Enhanced moderate treatment,7.5,234.30589839734438,516.7688065733644,366.71062191251116,132.40472351516678,56.50934288074561,85.0,real_agricultural_data
REAL_FIELD_0083,2,Moderate,36.443096406269206,45.53224339792652,0.8594016434717795,True,moderate,Enhanced moderate treatment,7.5,341.4918254844489,829.6679678721754,606.0653128564533,264.57348737200437,77.47578935357348,85.0,real_agricultural_data
REAL_FIELD_0084,2,Moderate,31.61203778167993,43.12275267164904,0.8820399428423739,True,moderate,Enhanced moderate treatment,7.5,323.42064503736776,681.5990433531043,511.01794405450056,187.5972990171328,58.004119989142296,85.0,real_agricultural_data
REAL_FIELD_0085,3,Severe,46.35088078848597,20.556467811717436,0.9365582666140638,True,intensive,Intensive treatment URGENT,12.0,246.67761374060922,952.8103889732639,874.5151973824985,627.8375836418893,254.5174546329462,98.0,real_agricultural_data
REAL_FIELD_0086,3,Severe,77.90109254917027,14.354909548493666,0.9037309222307243,True,intensive,Intensive treatment URGENT,12.0,172.258914581924,1118.263137272173,990.3967968167318,818.1378822348079,474.9466140666483,98.0,real_agricultural_data
REAL_FIELD_0087,2,Moderate,34.04083693117187,14.41292520773496,0.8372503821314117,True,moderate,Enhanced moderate treatment,7.5,108.0969390580122,245.31401834884107,174.58086726404542,66.48392820603323,61.503987795948056,85.0,real_agricultural_data
REAL_FIELD_0088,3,Severe,60.14931671399431,17.29047575459815,0.894662518477986,True,intensive,Intensive treatment URGENT,12.0,207.48570905517778,1040.0103022989638,911.8490715718856,704.3633625167079,339.47560327125603,98.0,real_agricultural_data
REAL_FIELD_0089,3,Severe,61.971259418849,37.35423730580935,0.9176192579282234,True,intensive,Intensive treatment URGENT,12.0,448.2508476697122,2314.889130471558,2081.703109167633,1633.452261497921,364.40583882654676,98.0,real_agricultural_data
REAL_FIELD_0090,3,Severe,69.99291205200677,35.304350092783366,0.8792074954749848,True,intensive,Intensive treatment URGENT,12.0,423.6522011134004,2471.0542710974432,2129.11804813686,1705.4658470234597,402.5627254010069,98.0,real_agricultural_data
REAL_FIELD_0091,2,Moderate,33.12755023893799,48.27636445291168,0.828600375362657,True,moderate,Enhanced moderate treatment,7.5,362.0727333968376,799.6388443835559,563.1938896191593,201.12115622232176,55.54716985603269,85.0,real_agricultural_data
REAL_FIELD_0092,2,Moderate,31.47951357301784,37.27897062658737,0.8958191939161404,True,moderate,Enhanced moderate treatment,7.5,279.5922796994053,586.7619309138954,446.78770997616925,167.19543027676394,59.79973068516726,85.0,real_agricultural_data
REAL_FIELD_0093,2,Moderate,35.529142565789044,38.416455845412315,0.874647209506554,True,moderate,Enhanced moderate treatment,7.5,288.12341884059236,682.451868301997,507.3689288979446,219.24551005735225,76.0943039408582,85.0,real_agricultural_data
REAL_FIELD_0094,3,Severe,51.331545514667866,21.485754209656328,0.9490407761579281,True,intensive,Intensive treatment URGENT,12.0,257.8290505158759,1102.8969701299404,1025.760312623259,767.9312621073832,297.845126672449,98.0,real_agricultural_data
REAL_FIELD_0095,3,Severe,75.781398899305,27.007731910647188,0.9068222404698654,True,intensive,Intensive treatment URGENT,12.0,324.0927829277663,2046.6837052862436,1818.8587370976202,1494.765954169854,461.21543980910155,98.0,real_agricultural_data
REAL_FIELD_0096,2,Moderate,20.87190435105164,24.578643985338196,0.8589332174896518,True,moderate,Moderate treatment recommended,5.0,122.89321992669099,256.50155317026474,187.2700487022842,64.37682877559322,52.38436165477288,85.0,real_agricultural_data
REAL_FIELD_0097,2,Moderate,32.24844001674721,11.495240943240214,0.8312822695304564,True,moderate,Enhanced moderate treatment,7.5,86.2143070743016,185.35179401806934,130.96771099395,44.75340391964839,51.90948630031767,85.0,real_agricultural_data
REAL_FIELD_0098,2,Moderate,29.183024976842745,26.393979709177017,0.8394636204645717,True,moderate,Enhanced moderate treatment,7.5,197.95484781882763,385.12808454559683,274.80586376594755,76.85101594711992,38.82249755128784,85.0,real_agricultural_data
REAL_FIELD_0099,3,Severe,73.6612161132088,44.5569393042549,0.9396969729950991,True,intensive,Intensive treatment URGENT,12.0,534.6832716510587,3282.118335433847,3022.5127315225213,2487.829459871463,465.2903114378811,98.0,real_agricultural_data
REAL_FIELD_0100,3,Severe,45.22789081095142,5.404251100294676,0.940085941275415,True,intensive,Intensive treatment URGENT,12.0,64.85101320353611,244.4228786790917,225.18294173283488,160.33192852929875,247.2311851568055,98.0,real_agricultural_data
REAL_FIELD_0101,3,Severe,47.53918461737001,47.78957216309737,0.8746070026390582,True,intensive,Intensive treatment URGENT,12.0,573.4748659571684,2271.8772938466122,1947.259794528222,1373.7849285710536,239.55451408983959,98.0,real_agricultural_data
REAL_FIELD_0102,3,Severe,52.51470870585997,15.780475036348186,0.9046754773117998,True,intensive,Intensive treatment URGENT,12.0,189.36570043617823,828.7070497739201,734.7167268897571,545.3510264535788,287.98828150897265,98.0,real_agricultural_data
REAL_FIELD_0103,3,Severe,65.9539719190143,25.359849792976114,0.9193699106123326,True,intensive,Intensive treatment URGENT,12.0,304.31819751571334,1672.5828211163673,1506.9678723666482,1202.6496748509348,395.19479435298524,98.0,real_agricultural_data
REAL_FIELD_0104,1,Mild,6.278290023467935,33.496181548413105,0.6763592397938454,True,light,Light treatment recommended,3.5,117.23663541944586,52.57468560991818,24.891562074067277,-92.34507334537858,-78.76810266260972,70.0,real_agricultural_data
REAL_FIELD_0105,3,Severe,54.78240345013066,19.002976015823897,0.8563589201814703,True,intensive,Intensive treatment URGENT,12.0,228.03571218988677,1041.028698852021,873.664328178301,645.6286159884143,283.1260988852462,98.0,real_agricultural_data
REAL_FIELD_0106,2,Moderate,20.22351358748411,32.11680670702869,0.8128924299071616,True,moderate,Moderate treatment recommended,5.0,160.58403353514342,324.7573384130977,224.3938646598846,63.80983112474118,39.73609936181891,85.0,real_agricultural_data
REAL_FIELD_0107,0,Healthy,3.054080523966143,9.475502115982469,0.8479690652942609,False,none,No spray needed - maintain monitoring,0.0,0.0,2.893894646722203,0.0,0.0,0.0,0.0,real_agricultural_data
REAL_FIELD_0108,3,Severe,44.668810165607155,36.514794672092115,0.925291841551754,True,intensive,Intensive treatment URGENT,12.0,438.1775360651054,1631.0724314438062,1479.0336535190377,1040.8561174539323,237.54209921415952,98.0,real_agricultural_data
REAL_FIELD_0109,2,Moderate,26.079283025777144,31.966386239229934,0.8345314937920387,True,moderate,Enhanced moderate treatment,7.5,239.74789679422452,416.83021702209265,295.67925211874064,55.93135532451612,23.329237116320552,85.0,real_agricultural_data
REAL_FIELD_0110,3,Severe,64.34747377205026,10.518918044172366,0.913969866506863,True,intensive,Intensive treatment URGENT,12.0,126.2270165300684,676.8658029577277,606.2622486208883,480.0352320908199,380.29515811020633,98.0,real_agricultural_data
REAL_FIELD_0111,2,Moderate,43.198398577516244,44.934755438384435,0.8817819691720048,True,heavy,Heavy treatment required,10.0,449.34755438384434,970.5547377052733,813.0267844128257,363.67923002898135,80.93495257310717,95.0,real_agricultural_data
REAL_FIELD_0112,3,Severe,43.2770532409318,43.0084031587102,0.9417356698364852,True,intensive,Intensive treatment URGENT,12.0,516.1008379045225,1861.2769533069606,1717.7742804062682,1201.6734425017457,232.83694856625146,98.0,real_agricultural_data
REAL_FIELD_0113,3,Severe,78.92200183289835,8.61499747430241,0.9328408026761333,True,intensive,Intensive treatment URGENT,12.0,103.37996969162892,679.9128464573095,621.5654365302702,518.1854668386412,501.2435855653,98.0,real_agricultural_data
REAL_FIELD_0114,3,Severe,68.16483929913001,13.821090867170742,0.9178750783671041,True,intensive,Intensive treatment URGENT,12.0,165.85309040604892,942.112437899367,847.446697212155,681.593606806106,410.96225891082173,98.0,real_agricultural_data
REAL_FIELD_0115,2,Moderate,42.84680174678152,9.124077231200493,0.8516585609317868,True,heavy,Heavy treatment required,10.0,91.24077231200494,195.4687641237854,158.14901404273905,66.90824173073412,73.33151620191921,95.0,real_agricultural_data
