field_id,severity,infection_percentage,field_size,confidence,crop_type,source
REAL_FIELD_0026,2,25.35618739908218,6.203015591038588,0.8357616527202295,wheat,real_data_distribution
REAL_FIELD_0027,2,33.03250116165028,15.099235671519608,0.8717750192504911,wheat,real_data_distribution
REAL_FIELD_0028,2,32.93077873235128,41.332126132434325,0.8696210547518886,wheat,real_data_distribution
REAL_FIELD_0029,2,35.21488450963158,8.917787472155595,0.8908669854769257,wheat,real_data_distribution
REAL_FIELD_0030,1,9.353445207341995,14.558647686507928,0.7203857551336479,wheat,real_data_distribution
REAL_FIELD_0031,3,57.114036913503625,15.668994576433434,0.8833708388403123,wheat,real_data_distribution
REAL_FIELD_0032,3,67.54665763183317,49.38663012197935,0.8736955156849732,wheat,real_data_distribution
REAL_FIELD_0033,3,52.52435542163549,40.50737225401797,0.8763294198773323,wheat,real_data_distribution
REAL_FIELD_0034,2,27.457446146968675,40.18438106547026,0.8934463441085776,wheat,real_data_distribution
REAL_FIELD_0035,3,67.85560407783649,43.25342748649935,0.9173154902099433,wheat,real_data_distribution
REAL_FIELD_0036,3,49.70542454165462,21.20463707221258,0.938764246839221,wheat,real_data_distribution
REAL_FIELD_0037,3,71.32394372856545,7.034782517714238,0.9447071893225891,wheat,real_data_distribution
REAL_FIELD_0038,1,16.374584651291194,38.77816887130321,0.6878213395274668,wheat,real_data_distribution
REAL_FIELD_0039,2,31.541700601770504,46.29947822053508,0.8811343971473018,wheat,real_data_distribution
REAL_FIELD_0040,3,49.54662465389294,27.729213306165846,0.859099254553207,wheat,real_data_distribution
REAL_FIELD_0041,3,78.29271792728801,9.18387773172209,0.8673170903530113,wheat,real_data_distribution
REAL_FIELD_0042,3,49.51716487186634,37.75608172212,0.8903584069988865,wheat,real_data_distribution
REAL_FIELD_0043,2,41.40693297234839,5.039258562028943,0.8725042572078583,wheat,real_data_distribution
REAL_FIELD_0044,3,52.017210300736075,37.649999061161076,0.9338994846428059,wheat,real_data_distribution
REAL_FIELD_0045,3,69.39328172306847,19.561160839863362,0.9489435375235813,wheat,real_data_distribution
REAL_FIELD_0046,3,54.62022691878236,42.661757732171765,0.8880731179630845,wheat,real_data_distribution
REAL_FIELD_0047,3,46.22678885908529,24.528980589826542,0.8799251030541053,wheat,real_data_distribution
REAL_FIELD_0048,2,38.953489819707656,18.85413386537791,0.8494409386003516,wheat,real_data_distribution
REAL_FIELD_0049,2,37.854401086661355,48.92844950183534,0.8429504185609358,wheat,real_data_distribution
REAL_FIELD_0050,3,50.75070373192605,16.023597068827193,0.8841155523280382,wheat,real_data_distribution
REAL_FIELD_0051,3,62.42416441725255,28.203583044595963,0.8554026188592547,wheat,real_data_distribution
REAL_FIELD_0052,3,41.524666108802045,5.460893282591223,0.9363489509779247,wheat,real_data_distribution
REAL_FIELD_0053,2,38.47876121447533,49.298082647782344,0.825538721910661,wheat,real_data_distribution
REAL_FIELD_0054,3,73.95035232643467,16.72110590910743,0.8759799538304629,wheat,real_data_distribution
REAL_FIELD_0055,3,75.8463610916483,42.04071211172617,0.877440411791713,wheat,real_data_distribution
REAL_FIELD_0056,2,31.236158984668002,7.244876700758607,0.8200052850166815,wheat,real_data_distribution
REAL_FIELD_0057,3,59.52002649635789,49.76561615518992,0.8965405346763441,wheat,real_data_distribution
REAL_FIELD_0058,3,79.38743361720813,28.66604365132638,0.8735520491988791,wheat,real_data_distribution
REAL_FIELD_0059,2,41.10574690093664,32.195725603837985,0.8864613902162002,wheat,real_data_distribution
REAL_FIELD_0060,3,66.16853235743599,9.934811726835383,0.8773900410096809,wheat,real_data_distribution
REAL_FIELD_0061,3,63.39949824791467,13.600444246084384,0.8752011456705234,wheat,real_data_distribution
REAL_FIELD_0062,3,57.35050654047019,44.19553673592684,0.9348773091455731,wheat,real_data_distribution
REAL_FIELD_0063,3,53.27124934461395,44.01184587258196,0.8865141200950899,wheat,real_data_distribution
REAL_FIELD_0064,2,43.574462130176016,8.788876280407907,0.8286801626324857,wheat,real_data_distribution
REAL_FIELD_0065,3,52.80897472190374,41.26640342907881,0.8572376168331578,wheat,real_data_distribution
REAL_FIELD_0066,3,70.34795197926846,10.11768016455843,0.9166089472113063,wheat,real_data_distribution
REAL_FIELD_0067,2,22.176716420255577,26.90943551115381,0.8360428727895594,wheat,real_data_distribution
REAL_FIELD_0068,3,64.43064454327968,38.41270543958172,0.8633141381232246,wheat,real_data_distribution
REAL_FIELD_0069,3,51.524627751020255,49.49412995495204,0.8749285523022879,wheat,real_data_distribution
REAL_FIELD_0070,1,10.145954344820009,26.04446260490092,0.6976997702486866,wheat,real_data_distribution
REAL_FIELD_0071,3,71.87954353304546,13.469586947907095,0.9350865822991093,wheat,real_data_distribution
REAL_FIELD_0072,2,21.080063407781054,6.8373196812081645,0.8914092089301402,wheat,real_data_distribution
REAL_FIELD_0073,2,27.37170927114697,33.70975047516096,0.863219864893644,wheat,real_data_distribution
REAL_FIELD_0074,3,48.402988281811645,30.402911983260292,0.9442166014707355,wheat,real_data_distribution
REAL_FIELD_0075,3,59.912802234931945,37.615958494980255,0.8569118713571359,wheat,real_data_distribution
REAL_FIELD_0076,2,24.60758241448885,34.13278870874494,0.8286660760280314,wheat,real_data_distribution
REAL_FIELD_0077,3,64.67765028998741,6.565635050735798,0.8685277577212491,wheat,real_data_distribution
REAL_FIELD_0078,3,41.03783895491426,22.326799032835773,0.8565951792191551,wheat,real_data_distribution
REAL_FIELD_0079,3,55.021390949720015,13.650845889014247,0.8765820913607751,wheat,real_data_distribution
REAL_FIELD_0080,0,4.569247362057061,31.840538564736104,0.7791173169133891,wheat,real_data_distribution
REAL_FIELD_0081,3,66.42439721791567,30.82126365696918,0.9418037897033547,wheat,real_data_distribution
REAL_FIELD_0082,2,33.082957585024765,31.24078645297925,0.8348496573047203,wheat,real_data_distribution
REAL_FIELD_0083,2,36.443096406269206,45.53224339792652,0.8594016434717795,wheat,real_data_distribution
REAL_FIELD_0084,2,31.61203778167993,43.12275267164904,0.8820399428423739,wheat,real_data_distribution
REAL_FIELD_0085,3,46.35088078848597,20.556467811717436,0.9365582666140638,wheat,real_data_distribution
REAL_FIELD_0086,3,77.90109254917027,14.354909548493666,0.9037309222307243,wheat,real_data_distribution
REAL_FIELD_0087,2,34.04083693117187,14.41292520773496,0.8372503821314117,wheat,real_data_distribution
REAL_FIELD_0088,3,60.14931671399431,17.29047575459815,0.894662518477986,wheat,real_data_distribution
REAL_FIELD_0089,3,61.971259418849,37.35423730580935,0.9176192579282234,wheat,real_data_distribution
REAL_FIELD_0090,3,69.99291205200677,35.304350092783366,0.8792074954749848,wheat,real_data_distribution
REAL_FIELD_0091,2,33.12755023893799,48.27636445291168,0.828600375362657,wheat,real_data_distribution
REAL_FIELD_0092,2,31.47951357301784,37.27897062658737,0.8958191939161404,wheat,real_data_distribution
REAL_FIELD_0093,2,35.529142565789044,38.416455845412315,0.874647209506554,wheat,real_data_distribution
REAL_FIELD_0094,3,51.331545514667866,21.485754209656328,0.9490407761579281,wheat,real_data_distribution
REAL_FIELD_0095,3,75.781398899305,27.007731910647188,0.9068222404698654,wheat,real_data_distribution
REAL_FIELD_0096,2,20.87190435105164,24.578643985338196,0.8589332174896518,wheat,real_data_distribution
REAL_FIELD_0097,2,32.24844001674721,11.495240943240214,0.8312822695304564,wheat,real_data_distribution
REAL_FIELD_0098,2,29.183024976842745,26.393979709177017,0.8394636204645717,wheat,real_data_distribution
REAL_FIELD_0099,3,73.6612161132088,44.5569393042549,0.9396969729950991,wheat,real_data_distribution
REAL_FIELD_0100,3,45.22789081095142,5.404251100294676,0.940085941275415,wheat,real_data_distribution
REAL_FIELD_0101,3,47.53918461737001,47.78957216309737,0.8746070026390582,wheat,real_data_distribution
REAL_FIELD_0102,3,52.51470870585997,15.780475036348186,0.9046754773117998,wheat,real_data_distribution
REAL_FIELD_0103,3,65.9539719190143,25.359849792976114,0.9193699106123326,wheat,real_data_distribution
REAL_FIELD_0104,1,6.278290023467935,33.496181548413105,0.6763592397938454,wheat,real_data_distribution
REAL_FIELD_0105,3,54.78240345013066,19.002976015823897,0.8563589201814703,wheat,real_data_distribution
REAL_FIELD_0106,2,20.22351358748411,32.11680670702869,0.8128924299071616,wheat,real_data_distribution
REAL_FIELD_0107,0,3.054080523966143,9.475502115982469,0.8479690652942609,wheat,real_data_distribution
REAL_FIELD_0108,3,44.668810165607155,36.514794672092115,0.925291841551754,wheat,real_data_distribution
REAL_FIELD_0109,2,26.079283025777144,31.966386239229934,0.8345314937920387,wheat,real_data_distribution
REAL_FIELD_0110,3,64.34747377205026,10.518918044172366,0.913969866506863,wheat,real_data_distribution
REAL_FIELD_0111,2,43.198398577516244,44.934755438384435,0.8817819691720048,wheat,real_data_distribution
REAL_FIELD_0112,3,43.2770532409318,43.0084031587102,0.9417356698364852,wheat,real_data_distribution
REAL_FIELD_0113,3,78.92200183289835,8.61499747430241,0.9328408026761333,wheat,real_data_distribution
REAL_FIELD_0114,3,68.16483929913001,13.821090867170742,0.9178750783671041,wheat,real_data_distribution
REAL_FIELD_0115,2,42.84680174678152,9.124077231200493,0.8516585609317868,wheat,real_data_distribution
REAL_FIELD_0116,3,79.18284470464155,31.979701575368846,0.9185750577524263,wheat,real_data_distribution
REAL_FIELD_0117,3,53.25434267543796,16.149841343113962,0.9446474059209243,wheat,real_data_distribution
REAL_FIELD_0118,2,32.45204377440143,36.47035126486821,0.8988157618996998,wheat,real_data_distribution
REAL_FIELD_0119,3,60.94199540476541,24.41877149798691,0.9252845081370187,wheat,real_data_distribution
REAL_FIELD_0120,3,61.75532495640367,28.964155148691408,0.917138218883204,wheat,real_data_distribution
REAL_FIELD_0121,3,43.0070215157019,25.960278039663248,0.9300367048922048,wheat,real_data_distribution
REAL_FIELD_0122,3,68.90143978016097,42.30728885117393,0.92642004067788,wheat,real_data_distribution
REAL_FIELD_0123,3,67.85278878786204,45.018712148734146,0.8659244402392334,wheat,real_data_distribution
REAL_FIELD_0124,3,78.18472931334826,44.532435083321566,0.9420008537371318,wheat,real_data_distribution
REAL_FIELD_0125,3,79.21016216440347,25.041847534470662,0.9385541525941072,wheat,real_data_distribution
REAL_FIELD_0126,3,70.60747228151351,48.99868515595851,0.8780231591126513,wheat,real_data_distribution
REAL_FIELD_0127,3,44.907610249929284,28.948995067851666,0.8687289797997654,wheat,real_data_distribution
REAL_FIELD_0128,2,44.587201591201506,18.078098638045752,0.8805098611065179,wheat,real_data_distribution
REAL_FIELD_0129,3,42.998680532198755,13.352348880187215,0.8967445452015903,wheat,real_data_distribution
REAL_FIELD_0130,2,28.121221795217245,31.71131155328901,0.8805428549881358,wheat,real_data_distribution
REAL_FIELD_0131,3,57.69521252034262,20.076914718112008,0.887715827811701,wheat,real_data_distribution
REAL_FIELD_0132,2,34.30460520542653,37.873894306157915,0.8226802898208667,wheat,real_data_distribution
REAL_FIELD_0133,2,21.084236940403482,25.746682201462995,0.848793838221865,wheat,real_data_distribution
REAL_FIELD_0134,3,76.13844792965058,16.83717746390284,0.8832826594099514,wheat,real_data_distribution
REAL_FIELD_0135,2,29.582712614709497,39.15349407055268,0.8916557840585659,wheat,real_data_distribution
REAL_FIELD_0136,3,44.17122202450195,16.180522797869422,0.8643337438834223,wheat,real_data_distribution
REAL_FIELD_0137,3,76.6508695548199,36.384349701925075,0.8710456341249433,wheat,real_data_distribution
REAL_FIELD_0138,2,20.699222487339142,25.598418296079146,0.824847979523807,wheat,real_data_distribution
REAL_FIELD_0139,2,37.65484766194098,43.36348289460081,0.812044524867366,wheat,real_data_distribution
REAL_FIELD_0140,3,67.2207523924774,15.095724848822597,0.868765969282354,wheat,real_data_distribution
REAL_FIELD_0141,3,57.91781661407704,43.82861648671447,0.896524908567942,wheat,real_data_distribution
REAL_FIELD_0142,3,61.42921743219368,30.83178900613918,0.8800988140651165,wheat,real_data_distribution
REAL_FIELD_0143,3,62.091195879907474,20.406736518505248,0.8588166266987528,wheat,real_data_distribution
REAL_FIELD_0144,3,53.65073051676275,14.999222423338175,0.9274415949690381,wheat,real_data_distribution
REAL_FIELD_0145,3,70.15888544375574,33.01574897716782,0.9174529687485621,wheat,real_data_distribution
REAL_FIELD_0146,3,52.13593116924572,27.218770257435214,0.9167589551241139,wheat,real_data_distribution
REAL_FIELD_0147,2,22.604446802102636,14.2803124909494,0.8490230494243632,wheat,real_data_distribution
REAL_FIELD_0148,3,64.00751921273377,35.41570848253636,0.896413168278851,wheat,real_data_distribution
REAL_FIELD_0149,3,52.677473914511495,12.472721095983909,0.8990707109108166,wheat,real_data_distribution
REAL_FIELD_0150,3,68.73663798535243,31.96033662141987,0.9308442535470871,wheat,real_data_distribution
REAL_FIELD_0151,2,21.90931748383084,41.10651160454153,0.8467438743291948,wheat,real_data_distribution
REAL_FIELD_0152,3,78.33056792128528,9.476227338148302,0.8974639854093136,wheat,real_data_distribution
REAL_FIELD_0153,3,48.33964203935085,27.773855189497787,0.9457603620962763,wheat,real_data_distribution
REAL_FIELD_0154,3,67.75925301540599,8.614922762347128,0.9174191338248245,wheat,real_data_distribution
REAL_FIELD_0155,3,49.47178168206733,26.996557551243423,0.9131922836152573,wheat,real_data_distribution
REAL_FIELD_0156,3,62.0637333023112,47.98965496920937,0.8776487197912595,wheat,real_data_distribution
REAL_FIELD_0157,1,10.11598471689252,22.263740279626287,0.7375555488798642,wheat,real_data_distribution
REAL_FIELD_0158,3,56.86283014695398,46.2198385014318,0.9245543710515999,wheat,real_data_distribution
REAL_FIELD_0159,3,54.551469916783816,20.266504954896902,0.9369808989122307,wheat,real_data_distribution
REAL_FIELD_0160,2,38.80956348788938,27.46229355749231,0.8413268966794383,wheat,real_data_distribution
REAL_FIELD_0161,3,44.40556988104873,31.314201911270214,0.8998026233312848,wheat,real_data_distribution
REAL_FIELD_0162,2,32.99968233379975,12.349013833587678,0.8871861140547752,wheat,real_data_distribution
REAL_FIELD_0163,3,47.925383858560615,9.390228680152333,0.8988527190732098,wheat,real_data_distribution
REAL_FIELD_0164,3,51.11077908203194,26.859505875114515,0.8583703304835013,wheat,real_data_distribution
REAL_FIELD_0165,3,60.790999902306936,18.91985742538196,0.9383172146124324,wheat,real_data_distribution
REAL_FIELD_0166,3,42.64653909810791,6.17531984659951,0.8596309309886467,wheat,real_data_distribution
REAL_FIELD_0167,3,66.94714692044593,10.90127457336133,0.9228976190850232,wheat,real_data_distribution
REAL_FIELD_0168,2,36.00815218094901,48.44065962527456,0.8190425309307756,wheat,real_data_distribution
REAL_FIELD_0169,3,75.75039662527792,17.361546369068726,0.8998352295023154,wheat,real_data_distribution
REAL_FIELD_0170,3,54.793673998545486,31.164860087961006,0.8806049808274359,wheat,real_data_distribution
REAL_FIELD_0171,3,57.02020170545915,5.202429051290475,0.9341056573324678,wheat,real_data_distribution
REAL_FIELD_0172,3,63.58782607612284,44.55052822665522,0.9245579966946454,wheat,real_data_distribution
REAL_FIELD_0173,2,41.55028828374856,28.569679775227502,0.8158396779181206,wheat,real_data_distribution
REAL_FIELD_0174,2,38.26529183652708,49.86598829130109,0.8385485127667143,wheat,real_data_distribution
REAL_FIELD_0175,3,62.24778841250023,8.265932244431497,0.8667338225111529,wheat,real_data_distribution
REAL_FIELD_0176,0,4.593444425566568,49.92269045274009,0.7840356981830984,wheat,real_data_distribution
REAL_FIELD_0177,2,24.72501218670497,26.55569895168916,0.8563296091308803,wheat,real_data_distribution
REAL_FIELD_0178,3,59.529782674919225,35.142829259253816,0.880068312976129,wheat,real_data_distribution
REAL_FIELD_0179,3,72.36751085595019,39.75363769499122,0.8932759487202117,wheat,real_data_distribution
REAL_FIELD_0180,3,48.97464929306611,29.160058025626114,0.8560507877438499,wheat,real_data_distribution
REAL_FIELD_0181,3,58.86475052248373,44.826533513079255,0.8691173567230135,wheat,real_data_distribution
REAL_FIELD_0182,3,51.233100524368375,26.596653554623916,0.8964928577360242,wheat,real_data_distribution
REAL_FIELD_0183,3,76.17363022987774,10.80342865773649,0.8551855681830005,wheat,real_data_distribution
REAL_FIELD_0184,3,48.425132309971,13.01975491214632,0.8879510524606506,wheat,real_data_distribution
REAL_FIELD_0185,3,64.9670524271853,7.802820814154192,0.9094595057722423,wheat,real_data_distribution
REAL_FIELD_0186,0,0.47020340058047283,34.93351969329548,0.7728003736122887,wheat,real_data_distribution
REAL_FIELD_0187,3,65.12061931158554,43.770612363295086,0.8975259664305539,wheat,real_data_distribution
REAL_FIELD_0188,3,52.7134435443079,26.391927502692095,0.9289931582059575,wheat,real_data_distribution
REAL_FIELD_0189,1,9.416548863717978,39.638140361706334,0.7128224669437067,wheat,real_data_distribution
REAL_FIELD_0190,3,73.13343434465801,45.749692959732464,0.9044683139352397,wheat,real_data_distribution
REAL_FIELD_0191,2,28.597033294068048,43.54349237526362,0.8318563689303623,wheat,real_data_distribution
REAL_FIELD_0192,3,79.47221173230677,7.324433091889858,0.9398214475071557,wheat,real_data_distribution
REAL_FIELD_0193,0,3.8479583746653256,10.894536655021959,0.8026712259066054,wheat,real_data_distribution
REAL_FIELD_0194,2,29.99879245891522,9.663939304756749,0.8856601356887237,wheat,real_data_distribution
REAL_FIELD_0195,2,33.12248152180446,9.024545503308467,0.834648408926501,wheat,real_data_distribution
REAL_FIELD_0196,3,56.65057669049766,15.594017172120294,0.8702778633245347,wheat,real_data_distribution
REAL_FIELD_0197,3,42.46818552302338,49.04690672328927,0.9293299892630243,wheat,real_data_distribution
REAL_FIELD_0198,3,64.11602695110099,6.092365397464265,0.9292022704043726,wheat,real_data_distribution
REAL_FIELD_0199,3,50.36800079806778,8.88000667192081,0.9039864500160614,wheat,real_data_distribution
REAL_FIELD_0200,2,39.959387023664306,23.190215006137155,0.8565046663797506,wheat,real_data_distribution
REAL_FIELD_0201,2,41.81702551380906,8.479747059404417,0.841057771270301,wheat,real_data_distribution
REAL_FIELD_0202,3,59.65163695444355,47.08048883323811,0.9238386510658804,wheat,real_data_distribution
REAL_FIELD_0203,3,59.66260769029536,42.04874046510464,0.8606232874983786,wheat,real_data_distribution
REAL_FIELD_0204,3,55.06248097223098,36.41715089248041,0.859429025161478,wheat,real_data_distribution
REAL_FIELD_0205,2,26.716896889598182,43.46632100663009,0.8827701964545399,wheat,real_data_distribution
REAL_FIELD_0206,3,54.00111118309733,32.85253752048748,0.9224188714759911,wheat,real_data_distribution
REAL_FIELD_0207,3,42.36015056529094,30.054482410290806,0.9107627013328871,wheat,real_data_distribution
REAL_FIELD_0208,3,69.41783498485304,33.66629183588066,0.8873921966085728,wheat,real_data_distribution
REAL_FIELD_0209,3,43.872092037099485,26.959820832897144,0.8788164900067101,wheat,real_data_distribution
REAL_FIELD_0210,3,69.52698565529363,12.859954478168714,0.9017154829075433,wheat,real_data_distribution
REAL_FIELD_0211,3,74.1079116925537,18.102960824114263,0.9364007369306077,wheat,real_data_distribution
REAL_FIELD_0212,3,70.22825937025308,30.599289618725656,0.8702223692865394,wheat,real_data_distribution
REAL_FIELD_0213,3,70.31801531172121,23.048082803987256,0.8850780967702645,wheat,real_data_distribution
REAL_FIELD_0214,2,33.20357288665017,28.08337709177883,0.8477469032948743,wheat,real_data_distribution
REAL_FIELD_0215,3,66.90954597659977,28.853382236043963,0.8869417975919459,wheat,real_data_distribution
REAL_FIELD_0216,3,71.030215060581,48.944289722715595,0.9407256412632002,wheat,real_data_distribution
REAL_FIELD_0217,3,73.36073033603179,34.904816842321985,0.8918071020557149,wheat,real_data_distribution
REAL_FIELD_0218,3,49.0820857613612,48.94096190537307,0.9096452484226376,wheat,real_data_distribution
REAL_FIELD_0219,2,34.26686427602233,19.65202123531121,0.8725878936078956,wheat,real_data_distribution
REAL_FIELD_0220,2,26.99854779528551,20.735797665220492,0.8346264321968095,wheat,real_data_distribution
REAL_FIELD_0221,1,8.294182375507901,44.34891727046642,0.6812901007596033,wheat,real_data_distribution
REAL_FIELD_0222,3,62.77445231899616,47.42444025843051,0.9218419780779639,wheat,real_data_distribution
REAL_FIELD_0223,3,58.19583365282795,41.60916638535534,0.8818003018709236,wheat,real_data_distribution
REAL_FIELD_0224,3,72.37599537357157,36.28336576215665,0.8557227435917261,wheat,real_data_distribution
REAL_FIELD_0225,2,41.56240164114449,44.69451492984296,0.8303105212113684,wheat,real_data_distribution
REAL_FIELD_0226,3,61.83134360699441,6.263051720745392,0.8575023382376845,wheat,real_data_distribution
REAL_FIELD_0227,3,70.88193120907029,24.205696884538842,0.8926268411138867,wheat,real_data_distribution
REAL_FIELD_0228,3,62.33982440024435,28.196427874934308,0.878267922471344,wheat,real_data_distribution
REAL_FIELD_0229,3,57.06139071031757,6.103616778359288,0.9259832913034363,wheat,real_data_distribution
REAL_FIELD_0230,3,50.5373315802453,40.30368695111625,0.874061085099795,wheat,real_data_distribution
REAL_FIELD_0231,3,41.35277747781306,40.14643813283517,0.8882968470158614,wheat,real_data_distribution
REAL_FIELD_0232,3,50.900538430847526,19.475198141227253,0.9215640956446187,wheat,real_data_distribution
REAL_FIELD_0233,3,67.53610254535565,38.204983249790104,0.905712612866737,wheat,real_data_distribution
REAL_FIELD_0234,2,44.97293577133543,5.184201486061057,0.846062099109623,wheat,real_data_distribution
REAL_FIELD_0235,3,40.112121282967735,22.904731305566305,0.9020108661007339,wheat,real_data_distribution
REAL_FIELD_0236,3,68.41338328863955,39.57918260444559,0.9330134103228939,wheat,real_data_distribution
REAL_FIELD_0237,3,74.71789388328418,33.81713410776063,0.9307536987175212,wheat,real_data_distribution
REAL_FIELD_0238,3,68.39827630824611,41.98007384233364,0.9447428656326329,wheat,real_data_distribution
REAL_FIELD_0239,3,47.42458471390058,41.6621319792794,0.9141139084164722,wheat,real_data_distribution
REAL_FIELD_0240,3,48.34752527403818,21.369576059595147,0.9197548309986153,wheat,real_data_distribution
REAL_FIELD_0241,2,31.7904567775997,41.80090946830485,0.8135714335545305,wheat,real_data_distribution
REAL_FIELD_0242,3,60.112617530631084,31.521181011185224,0.9342480438812564,wheat,real_data_distribution
REAL_FIELD_0243,3,75.00807449220625,35.11030041008567,0.8562715418535833,wheat,real_data_distribution
REAL_FIELD_0244,2,43.3800360361225,35.596969559452965,0.8115679038445406,wheat,real_data_distribution
REAL_FIELD_0245,3,46.77967043502096,31.186484659009658,0.9461140840766408,wheat,real_data_distribution
REAL_FIELD_0246,2,33.57815830564306,31.204400305526363,0.8573076285028005,wheat,real_data_distribution
REAL_FIELD_0247,3,77.68045958533705,30.619445589896664,0.8566627897281358,wheat,real_data_distribution
REAL_FIELD_0248,3,57.438394543937335,41.61231620749823,0.9361261683854842,wheat,real_data_distribution
REAL_FIELD_0249,3,75.65798931523726,34.72396115076576,0.899633513946219,wheat,real_data_distribution
REAL_FIELD_0250,3,72.87289904559651,21.016445034720018,0.9023658170616997,wheat,real_data_distribution
REAL_FIELD_0251,3,70.93793355619214,19.61050227482997,0.9298383401263479,wheat,real_data_distribution
REAL_FIELD_0252,3,75.7911985325077,31.900715037188707,0.9393040135205994,wheat,real_data_distribution
REAL_FIELD_0253,3,46.619707239024365,47.21810069564142,0.9345493615501117,wheat,real_data_distribution
REAL_FIELD_0254,3,68.35890156628842,47.41983475927512,0.9027195220557448,wheat,real_data_distribution
REAL_FIELD_0255,2,24.99772164228764,47.656963629557985,0.8896682370490963,wheat,real_data_distribution
REAL_FIELD_0256,3,45.25163629214751,44.76921891483058,0.8895895264283512,wheat,real_data_distribution
REAL_FIELD_0257,3,46.07880539379281,9.399955085260455,0.910226793305257,wheat,real_data_distribution
REAL_FIELD_0258,3,59.618772224237446,11.268845443190177,0.8845680983157196,wheat,real_data_distribution
REAL_FIELD_0259,3,55.88274312726592,46.478987910133604,0.8887020586898073,wheat,real_data_distribution
REAL_FIELD_0260,3,62.1311954944273,40.20034196437127,0.94324954449729,wheat,real_data_distribution
REAL_FIELD_0261,3,68.31610704536612,19.456008494322838,0.9025689159043567,wheat,real_data_distribution
REAL_FIELD_0262,3,77.91113032992554,47.121061283495244,0.9385128904043796,wheat,real_data_distribution
REAL_FIELD_0263,2,26.59264975935211,24.0324061237299,0.8428378923917528,wheat,real_data_distribution
REAL_FIELD_0264,2,20.284378203726334,29.312251327031813,0.8699494529760293,wheat,real_data_distribution
REAL_FIELD_0265,3,66.25162552866931,40.218010863532,0.9222482832296297,wheat,real_data_distribution
REAL_FIELD_0266,2,23.364138822824092,44.64902347347809,0.8158223287650502,wheat,real_data_distribution
REAL_FIELD_0267,3,64.72656403823403,29.173295731574157,0.8901704056053458,wheat,real_data_distribution
REAL_FIELD_0268,3,76.54637562856357,7.934973013884501,0.8924331821570701,wheat,real_data_distribution
REAL_FIELD_0269,2,43.98921664816442,49.47453205348443,0.8924217195249862,wheat,real_data_distribution
REAL_FIELD_0270,2,23.34408055714577,20.850944504580504,0.8261858248066205,wheat,real_data_distribution
REAL_FIELD_0271,3,60.71875999632469,11.211294913695122,0.8896818846540874,wheat,real_data_distribution
REAL_FIELD_0272,3,71.39272433876926,45.586949767528964,0.9278046569101193,wheat,real_data_distribution
REAL_FIELD_0273,3,64.55222911037723,14.289760651686576,0.8659946288158835,wheat,real_data_distribution
